시설번호,지역코드,시설일련번호,시도명,시군구명,수용시설명,법정동코드,행정동코드,상세주소,시설면적,경도,위도,X좌표,Y좌표
93,1135000000,42,서울특별시,노원구,녹천중학교 운동장,1135010200,1135058000,서울특별시 노원구 월계로 376(월계동),4670,127.062383,37.631016,205506.5562,559047.1838
94,1135000000,67,서울특별시,노원구,수락초등학교 운동장,1135010500,1135063000,서울특별시 노원구 동일로 1745(상계동),4930,127.054544,37.683796,204811.2235,564904.8621
95,1135000000,90,서울특별시,노원구,중현어린이공원,1135010400,1135061000,서울특별시 노원구 하계동 272-1,3780,127.065645,37.631881,205794.4519,559143.4177
96,1114000000,39,서울특별시,중구,흥인초등학교 운동장,1114016200,1114066500,서울특별시 중구 청구로6길 11(신당동),1339,127.014267,37.560395,201260.5184,551207.3109
97,1135000000,62,서울특별시,노원구,상계초등학교 운동장,1135010500,1135064000,서울특별시 노원구 상계로9길 39(상계동),1830,127.065671,37.659118,205794.643,562166.4306
98,1135000000,65,서울특별시,노원구,상명초등학교 운동장,1135010600,1135062500,서울특별시 노원구 덕릉로 541(중계동),1700,127.06758,37.648215,205963.9223,560956.461
99,1135000000,81,서울특별시,노원구,용화여자고등학교 운동장,1135010500,1135072000,서울특별시 노원구 동일로 1461(상계동),3370,127.058526,37.658752,205164.1813,562125.4249
100,1114000000,35,서울특별시,중구,청구초등학교 운동장,1114016200,1114064500,서울특별시 중구 다산로 170(신당동),5835,127.013863,37.558392,201224.9014,550985.0003
101,1114000000,42,서울특별시,중구,봉래초등학교 운동장,1114017400,1114068000,서울특별시 중구 손기정로 73(만리동2가),2436,126.964083,37.55629,196826.4122,550752.2223
102,1135000000,47,서울특별시,노원구,노일초등학교 운동장,1135010500,1135063000,서울특별시 노원구 동일로 1625(상계동),2360,127.054761,37.67309,204831.0635,563716.5396
103,1135000000,51,서울특별시,노원구,온곡초등학교 운동장,1135010500,1135071000,서울특별시 노원구 한글비석로52길 59(상계동),1580,127.066109,37.667302,205832.6584,563074.8427
104,1135000000,74,서울특별시,노원구,온곡중학교운동장,1135010500,1135072000,서울특별시 노원구 노원로 492(상계동),264,127.064687,37.660066,205707.7444,562271.5814
105,1135000000,83,서울특별시,노원구,수락중학교 운동장,1135010500,1135063000,서울특별시 노원구 동일로 1729(상계동),4030,127.054568,37.68264,204813.4192,564776.5529
106,1114000000,24,서울특별시,중구,장충단공원,1114014400,1114057000,서울특별시 중구 장충동2가 197-1,32651,127.005037,37.558556,200445.0665,551003.1142
107,1114000000,30,서울특별시,중구,성동글로벌경영고등학교 운동장,1114016200,1114061500,서울특별시 중구 퇴계로 375(신당동),3002,127.013105,37.565554,201157.7723,551779.9427
108,1114000000,32,서울특별시,중구,성동공업고등학교 운동장,1114016300,1114061500,서울특별시 중구 다산로 290(흥인동),3670,127.01649,37.568781,201456.7894,552138.1252
109,1114000000,41,서울특별시,중구,손기정체육공원 ,1114017400,1114068000,서울특별시 중구 손기정로 101(만리동2가),4244,126.964965,37.555396,196904.3455,550652.9279
110,1114000000,29,서울특별시,중구,한양공업고등학교 운동장,1114016200,1114061500,서울특별시 중구 을지로 299(신당동),2601,127.011767,37.565612,201039.61,551786.3489
111,1114000000,23,서울특별시,중구,충무초등학교 운동장,1114014400,1114058000,서울특별시 중구 퇴계로50길 13(장충동2가),3863,127.001883,37.562261,200166.3333,551414.3191
112,1135000000,56,서울특별시,노원구,공연초등학교 운동장,1135010300,1135059500,서울특별시 노원구 동일로192가길 16(공릉동),3800,127.074461,37.62695,206573.1196,558596.6768
113,1135000000,57,서울특별시,노원구,연촌초등학교 운동장,1135010400,1135061100,서울특별시 노원구 공릉로58길 36(하계동),3680,127.072801,37.634747,206425.875,559461.9195
114,1135000000,53,서울특별시,노원구,월계고등학교 운동장,1135010200,1135057000,서울특별시 노원구 초안산로5길 66(월계동),1760,127.048725,37.631805,204300.9881,559134.0201
115,1114000000,52,서울특별시,중구,덕수초등학교 운동장,1114016700,1114052000,서울특별시 중구 덕수궁길 140(정동),2536,126.974526,37.568468,197749.4865,552103.5407
116,1123000000,20,서울특별시,동대문구,용두초등학교 운동장,1123010200,1123053600,서울특별시 동대문구 천호대로13길 43(용두동),529,127.028934,37.575628,202555.8811,552898.2579
117,1123000000,31,서울특별시,동대문구,전농초등학교 운동장,1123010400,1123056000,서울특별시 동대문구 사가정로 66(전농동),2066,127.054528,37.574218,204816.9002,552742.8265
118,1123000000,42,서울특별시,동대문구,간데메공원,1123010500,1123060000,서울특별시 동대문구 서울시립대로2길 59(답십리동),15179,127.048752,37.573324,204306.7257,552643.3462
119,1123000000,50,서울특별시,동대문구,안골어린이공원,1123010600,1123065000,서울특별시 동대문구 천호대로77다길 20(장안동),1652,127.064349,37.56532,205685.1601,551755.797
120,1123000000,40,서울특별시,동대문구,신답초등학교 운동장,1123010500,1123060000,서울특별시 동대문구 천호대로 177(답십리동),1942,127.043338,37.572881,203828.4221,552593.9301
121,1123000000,27,서울특별시,동대문구,성일중학교 운동장,1123010300,1123054500,서울특별시 동대문구 왕산로23길 55(제기동),441,127.033915,37.581178,202995.6595,553514.4217
122,1123000000,30,서울특별시,동대문구,동대문중학교 운동장,1123010400,1123056000,서울특별시 동대문구 사가정로 59(전농동),2031,127.052434,37.574246,204631.9018,552745.792
123,1123000000,51,서울특별시,동대문구,장일어린이공원,1123010600,1123065000,서울특별시 동대문구 장안동 164-1,992,127.065186,37.569913,205758.7196,552265.6509
124,1123000000,39,서울특별시,동대문구,답십리초등학교 운동장,1123010500,1123060000,서울특별시 동대문구 전농로3길 23(답십리동),2550,127.055412,37.568669,204895.3609,552126.9378
125,1123000000,49,서울특별시,동대문구,장평근린공원,1123010600,1123065000,서울특별시 동대문구 장안벚꽃로 67(장안동),15698,127.074007,37.567317,206538.2049,551978.0171
126,1123000000,60,서울특별시,동대문구,경희초등학교 운동장,1123010800,1123071000,서울특별시 동대문구 경희대로 23(회기동),4500,127.049525,37.59485,204373.7058,555032.4512
127,1123000000,56,서울특별시,동대문구,늘봄어린이공원,1123010600,1123065000,서울특별시 동대문구 장한로26나길 6(장안동),1659,127.072386,37.571455,206394.6919,552437.2447
128,1123000000,70,서울특별시,동대문구,서울반도체고등학교 운동장,1123010900,1123073000,서울특별시 동대문구 겸재로 21(휘경동),3456,127.069856,37.584888,206170.0424,553927.9629
129,1153000000,62,서울특별시,구로구,항동중학교 운동장,1153011200,1153078000,서울특별시 구로구 항동 235-31,4601,126.820486,37.482453,184122.6381,542571.7482
130,1123000000,74,서울특별시,동대문구,전농중학교 운동장,1123010400,1123057000,서울특별시 동대문구 사가정로13길 71(전농동),6640,127.060173,37.580414,205315.1269,553430.7691
131,1132000000,69,서울특별시,도봉구,서울문화고등학교 운동장,1132010600,1132069000,서울특별시 도봉구 마들로 598(방학동),5982,127.047159,37.663703,204160.9416,562674.3363
132,1154500000,79,서울특별시,금천구,풍림어린이공원,1154510300,1154567000,"서울특별시 금천구 시흥대로 165(시흥동, 남서울힐스테이트)",2195,126.901437,37.448327,191278.5095,538773.7329
133,1154500000,78,서울특별시,금천구,꿈나무어린이공원,1154510200,1154561000,서울특별시 금천구 독산동 378-434,567,126.905017,37.463575,191597.0342,540465.6547
134,1174000000,116,서울특별시,강동구,신암중학교 운동장,1174010700,1174059000,서울특별시 강동구 고덕로 65(암사동),5898,127.133172,37.555461,211767.0946,550667.9237
135,1174000000,112,서울특별시,강동구,강명중학교운동장,1174010300,1174052600,서울특별시 강동구 상일로12길 56(상일동),3213,127.175084,37.555333,215470.4863,550659.8359
136,1114000000,54,서울특별시,중구,"이화여자외국어고등학교, 이화여자고등학교 운동장 및 노천극장",1114016800,1114052000,서울특별시 중구 통일로4길 30(순화동),9150,126.969749,37.564886,197327.3349,551706.0642
137,1111000000,74,서울특별시,종로구,낙산(어린이)공원,1111017400,1111067000,서울특별시 종로구 창신동 611-48,1641,127.010445,37.579568,200922.6227,553335.2206
138,1135000000,24,서울특별시,노원구,용동초등학교 운동장,1135010600,1135062500,서울특별시 노원구 한글비석로1길 81-11 (중계동),3270,127.069485,37.641472,206132.6358,560208.1366
139,1135000000,19,서울특별시,노원구,하계중학교 운동장,1135010400,1135061100,서울특별시 노원구 노원로 261-8 (하계동),4890,127.071503,37.640762,206310.7893,560129.4652
140,1135000000,28,서울특별시,노원구,덕암초등학교 운동장,1135010500,1135062400,서울특별시 노원구 덕릉로112길 68(상계동),1790,127.080835,37.666351,207131.9832,562970.2836
141,1135000000,37,서울특별시,노원구,중평초등학교 운동장,1135010400,1135061200,서울특별시 노원구 섬밭로 241(하계동),2660,127.064183,37.637306,205665.007,559745.4409
142,1135000000,16,서울특별시,노원구,공릉초등학교 운동장,1135010300,1135059500,서울특별시 노원구 동일로173길 12(공릉동),4540,127.074244,37.619067,206554.6225,557721.7504
143,1135000000,18,서울특별시,노원구,공릉중학교 운동장,1135010300,1135060000,서울특별시 노원구 노원로1길 42(공릉동),4590,127.084164,37.62187,207430.1412,558033.5961
144,1135000000,17,서울특별시,노원구,용원초등학교 운동장,1135010300,1135059500,서울특별시 노원구 섬밭로 144(공릉동),3490,127.069106,37.628949,206100.2369,558818.1668
145,1135000000,27,서울특별시,노원구,상계중학교 운동장,1135010500,1135064000,서울특별시 노원구 노원로 398(상계동),7190,127.06896,37.652212,206085.4196,561400.142
146,1135000000,31,서울특별시,노원구,신상중학교 운동장,1135010500,1135069500,서울특별시 노원구 동일로216길 42(상계동),4220,127.063564,37.651115,205609.3677,561278.0304
147,1135000000,32,서울특별시,노원구,상경중학교 운동장,1135010500,1135070000,서울특별시 노원구 동일로227길 61(상계동),3530,127.053599,37.666462,204728.9562,562980.8353
148,1135000000,30,서울특별시,노원구,당현초등학교 운동장,1135010500,1135069500,서울특별시 노원구 동일로213길 52(상계동),3580,127.05832,37.64857,205146.7785,560995.2457
149,1135000000,38,서울특별시,노원구,상계제일중학교 운동장,1135010600,1135062400,서울특별시 노원구 덕릉로86길 29-15 (중계동),3470,127.077744,37.66116,206859.7462,562393.8869
150,1135000000,34,서울특별시,노원구,상곡초등학교 운동장,1135010500,1135072000,서울특별시 노원구 노원로38길 34(상계동),2640,127.062382,37.662338,205504.1932,562523.565
151,1114000000,10,서울특별시,중구,성동고등학교 운동장,1114016200,1114065000,서울특별시 중구 퇴계로90길 17(신당동),3670,127.022446,37.563782,201983.1136,551583.4152
152,1121500000,46,서울특별시,광진구,어린이대공원,1121510200,1121578000,서울특별시 광진구 능동로 216(능동),225000,127.081218,37.549086,207177.0139,549955.1294
153,1156000000,88,서울특별시,영등포구,신길중학교 운동장,1156013200,1156069000,서울특별시 영등포구 신길로28길 43(신길동),1200,126.91608,37.501891,192579.4809,544717.3548
154,1154500000,77,서울특별시,금천구,옥계어린이공원,1154510200,1154562000,서울특별시 금천구 시흥대로86길 20(독산동),1058,126.90046,37.460099,191193.4094,540080.2916
155,1154500000,80,서울특별시,금천구,중앙어린이공원,1154510300,1154567000,"서울특별시 금천구 시흥대로 165(시흥동, 남서울힐스테이트)",1515,126.901399,37.447159,191275.0485,538644.0096
156,1154500000,76,서울특별시,금천구,까치공원,1154510300,1154566000,서울특별시 금천구 시흥동 959-2,230,126.905,37.4396,191592.8201,537804.7822
157,1117000000,81,서울특별시,용산구,신계역사공원,1117012300,1117056000,서울특별시 용산구 청파로 139-25 (신계동),15000,126.966283,37.535058,197019.991,548395.6772
158,1174000000,117,서울특별시,강동구,선사고등학교 운동장,1174010700,1174059000,서울특별시 강동구 고덕로25길 17(암사동),3571,127.135849,37.555946,212003.5429,550722.0701
159,1174000000,118,서울특별시,강동구,강일중학교 운동장,1174010700,1174059000,서울특별시 강동구 고덕로27길 12(암사동),1102,127.138252,37.554972,212216.0527,550614.2914
160,1154500000,69,서울특별시,금천구,금나래중앙공원,1154510200,1154561000,서울특별시 금천구 벚꽃로 14(독산동),16250,126.8948,37.4576,190692.3846,539803.4911
161,1162000000,119,서울특별시,관악구,은천어린이공원,1162010100,1162051000,서울특별시 관악구 봉천동 635-309,443,126.94302,37.488301,194960.6992,543207.2684
162,1165000000,88,서울특별시,서초구,효령어린이공원,1165010100,1165053000,서울특별시 서초구 방배동 906-14,1432,126.997549,37.483163,199783.254,542635.4064
163,1165000000,92,서울특별시,서초구,우면수변공원,1165010300,1165065000,서울특별시 서초구 우면동 749,21609,127.013599,37.45584,201203.1684,539603.0118
164,1162000000,126,서울특별시,관악구,봉천어린이공원,1162010100,1162051000,서울특별시 관악구 봉천동 1707-2,651,126.964469,37.469262,196856.8905,541093.17
165,1162000000,131,서울특별시,관악구,대협어린이공원,1162010200,1162064000,서울특별시 관악구 신림동 746-32,391,126.913376,37.474833,192337.6506,541714.3961
166,1162000000,120,서울특별시,관악구,장미어린이공원,1162010100,1162051000,서울특별시 관악구 봉천동 148-103,423,126.962395,37.479126,196673.8772,542188.095
167,1135000000,113,서울특별시,노원구,청암중고등학교,1135010600,1135062100,서울특별시 노원구 중계로 244(중계동),1280,127.073654,37.651345,206499.7147,561304.1793
168,1174000000,120,서울특별시,강동구,고덕중학교 운동장,1174010200,1174056000,서울특별시 강동구 동남로82길 94(고덕동),4000,127.161314,37.560198,214252.7983,551197.6117
169,1129000000,72,서울특별시,성북구,일신어린이공원,1129013500,1129069000,서울특별시 성북구 종암동 134-8,942,127.039576,37.600001,203494.8947,555603.7812
170,1129000000,74,서울특별시,성북구,성북동길 공영주차,1129010100,1129051000,서울특별시 성북구 성북동 230-20,1269,126.993732,37.594848,199446.4648,555031.0806
171,1129000000,75,서울특별시,성북구,성북동 우리마을 공동 제9호 주차장,1129010100,1129051000,서울특별시 성북구 성북동 348-19,991,126.98947,37.59536,199070.0764,555087.9605
172,1130500000,81,서울특별시,강북구,북서울꿈의숲,1130510200,1130560800,서울특별시 강북구 월계로 173(번동),684157,127.040899,37.621557,203610.6239,557996.2994
173,1165000000,80,서울특별시,서초구,누리숲어린이공원,1165010800,1165051000,서울특별시 서초구 서초동 1301-25,2233,127.021195,37.502051,201874.0855,544731.9923
174,1165000000,87,서울특별시,서초구,서래상상어린이공원,1165010700,1165054000,서울특별시 서초구 반포동 71-6,997,127.000331,37.498289,200029.2329,544314.1812
175,1165000000,89,서울특별시,서초구,햇님어린이공원,1165010100,1165053000,서울특별시 서초구 방배동 424-29,2119,126.985131,37.482956,198684.9388,542612.5737
176,1165000000,90,서울특별시,서초구,이수중학교 운동장,1165010100,1165061000,서울특별시 서초구 방배중앙로3길 32(방배동),4033,126.990389,37.480816,199149.9295,542374.987
177,1165000000,91,서울특별시,서초구,서울특별시교육청 교육연수원,1165010100,1165062000,서울특별시 서초구 남부순환로 2248(방배동),2500,126.997245,37.471664,199756.3307,541359.1634
178,1165000000,93,서울특별시,서초구,청계산수변공원,1165011100,1165066000,서울특별시 서초구 신원동 296,58346,127.053319,37.451931,204717.7875,539170.4857
179,1126000000,86,서울특별시,중랑구,면중초등학교운동장,1126010100,1126057500,서울특별시 중랑구 용마산로70길 43(면목동),1751,127.096946,37.582099,208563.1208,553620.5697
180,1162000000,121,서울특별시,관악구,e편한세상어린이공원,1162010100,1162051000,서울특별시 관악구 봉천동 1734,3114,126.941147,37.47717,194794.3526,541971.8997
181,1162000000,127,서울특별시,관악구,인헌어린이공원,1162010100,1162051000,서울특별시 관악구 봉천동 196-240,469,126.962581,37.475399,196690.1211,541774.3725
182,1162000000,128,서울특별시,관악구,색동어린이공원,1162010200,1162069500,서울특별시 관악구 신림로70길 74(신림동),952,126.932709,37.486454,194048.7076,543002.8372
183,1162000000,129,서울특별시,관악구,난곡어린이공원,1162010200,1162064000,서울특별시 관악구 신림동 1563-56,632,126.915275,37.474117,192505.5558,541634.8622
184,1162000000,130,서울특별시,관악구,난우어린이공원,1162010200,1162076500,서울특별시 관악구 난곡로61길 1(신림동),470,126.914084,37.480233,192400.8328,542313.6896
185,1129000000,76,서울특별시,성북구,범바위 어린이 공원,1129012200,1129060000,서울특별시 성북구 고려대로8길 7-2 (안암동2가),1263,127.021523,37.58539,201900.9693,553981.5607
186,1123000000,75,서울특별시,동대문구,용두희망어린이공원,1123010200,1123051000,서울특별시 동대문구 용두동 716-1,529,127.026443,37.580078,202335.7662,553392.1092
187,1165000000,84,서울특별시,서초구,서울지방조달청 테니스장,1165010700,1165058100,서울특별시 서초구 반포대로 217(반포동),1184,127.002453,37.499301,200216.8665,544426.4995
188,1162000000,139,서울특별시,관악구,사우촌어린이공원,1162010200,1162064000,서울특별시 관악구 신림동 1555-1,339,126.934174,37.467563,194176.7632,540906.0667
189,1162000000,140,서울특별시,관악구,태양어린이공원,1162010200,1162064000,서울특별시 관악구 신림동 1542-1,345,126.936486,37.468497,194381.3669,541009.6503
190,1162000000,136,서울특별시,관악구,무궁화어린이공원,1162010200,1162064000,서울특별시 관악구 신림동 645-1,660,126.923566,37.469681,193238.5189,541141.8657
191,1165000000,83,서울특별시,서초구,누에소공원,1165010600,1165054000,서울특별시 서초구 잠원동 160-3,1720,127.008449,37.50923,200746.9916,545528.612
192,1129000000,70,서울특별시,성북구,장위3동 마을공원,1129013800,1129078000,서울특별시 성북구 돌곶이로32길 39-8 (장위동),5331,127.053366,37.617002,204711.5137,557491.2954
193,1129000000,71,서울특별시,성북구,간대어린이공원,1129013800,1129076000,서울특별시 성북구 장월로33길 5-10 (장위동),6192.1,127.050662,37.618209,204472.742,557625.1009
194,1135000000,110,서울특별시,노원구,불암초등학교,1135010600,1135061900,서울특별시 노원구 중계로 178(중계동),11351,127.0804,37.651,207095.0653,561266.426
195,1135000000,111,서울특별시,노원구,영신여자고등학교,1135010600,1135061900,서울특별시 노원구 중계로16나길 13(중계동),14886,127.0829,37.6522,207315.5653,561399.806
196,1165000000,86,서울특별시,서초구,파리15구공원,1165010700,1165054000,서울특별시 서초구 반포동 68-2,708,126.999165,37.499517,199926.1346,544450.4754
197,1162000000,123,서울특별시,관악구,으뜸어린이공원,1162010100,1162051000,서울특별시 관악구 봉천동 1731,3232,126.94104,37.478485,194784.9541,542117.9038
198,1162000000,125,서울특별시,관악구,탑골어린이공원,1162010100,1162051000,서울특별시 관악구 봉천동 1510,492,126.961103,37.474456,196559.3513,541669.7658
199,1162000000,135,서울특별시,관악구,남강어린이공원,1162010200,1162064000,서울특별시 관악구 신림동 1678-12,774,126.924641,37.473513,193334.0051,541567.0614
200,1162000000,138,서울특별시,관악구,목화어린이공원,1162010200,1162064000,서울특별시 관악구 신림동 1716-1,388,126.942301,37.467912,194895.7396,540944.3443
201,1162000000,133,서울특별시,관악구,약수어린이공원,1162010200,1162064000,서울특별시 관악구 신림동 1685,533,126.91247,37.473186,192257.3189,541531.7129
202,1162000000,124,서울특별시,관악구,청룡어린이공원,1162010100,1162051000,서울특별시 관악구 봉천동 1557-34,852,126.94479,37.477672,195116.5677,542027.4583
203,1171000000,106,서울특별시,송파구,해누리이음학교,1171010700,1171063100,서울특별시 송파구 송파대로37길 95(가락동),2303,127.102147,37.498424,209032.5417,544334.1297
204,1165000000,85,서울특별시,서초구,미도어린이공원,1165010700,1165054000,서울특별시 서초구 반포동 53-1,988,127.010758,37.501711,200951.2387,544694.0488
205,1162000000,118,서울특별시,관악구,국사봉어린이공원,1162010100,1162051000,서울특별시 관악구 봉천동 1511-5,412,126.934107,37.489989,194172.573,543395.0955
206,1165000000,79,서울특별시,서초구,서울교육대학교 부설초등학교 운동장,1165010800,1165051000,서울특별시 서초구 서초중앙로 96(서초동),2254,127.016948,37.490249,201498.8613,543422.0367
207,1174000000,122,서울특별시,강동구,강일초등학교운동장,1174011000,1174051500,서울특별시 강동구 아리수로98길 24(강일동),4044,127.177318,37.564978,215665.84,551730.657
208,1162000000,122,서울특별시,관악구,용담어린이공원,1162010100,1162051000,서울특별시 관악구 봉천동 850-8,646,126.94358,37.475512,195009.426,541787.7312
209,1144000000,97,서울특별시,마포구,서강대학교 대운동장,1144010800,1144060000,서울특별시 마포구 고산16길 58(대흥동),7618.5,126.942173,37.551081,194890.0969,550175.0528
210,1162000000,137,서울특별시,관악구,서광어린이공원,1162010200,1162064000,서울특별시 관악구 신림동 98-402,459,126.942666,37.475209,194928.5023,541754.2324
211,1171000000,105,서울특별시,송파구,가락초등학교,1171010700,1171063100,서울특별시 송파구 송파대로37길 45(가락동),2303,127.107791,37.499908,209531.4764,544499.3904
212,1162000000,132,서울특별시,관악구,신라어린이공원,1162010200,1162064000,서울특별시 관악구 신림동 744-1,514,126.912582,37.473606,192267.2967,541578.3786
213,1162000000,134,서울특별시,관악구,한라어린이공원,1162010200,1162064000,서울특별시 관악구 신림동 750-39,479,126.914744,37.475677,192458.7631,541808.0592
214,1129000000,73,서울특별시,성북구,아름어린이공원,1129013400,1129062000,서울특별시 성북구 길음동 1287-3,3735,127.015968,37.607553,201409.9204,556441.3728
215,1165000000,82,서울특별시,서초구,잠원흥동소공원,1165010600,1165054000,서울특별시 서초구 잠원동 162-1,2000,127.000426,37.507746,200037.6613,545363.8003
216,1165000000,81,서울특별시,서초구,새싹어린이공원,1165010800,1165051000,서울특별시 서초구 서초동 1686-10,840,127.018272,37.497541,201615.726,544231.4125
217,1114000000,55,서울특별시,중구,훈련원공원,1114015100,1114060500,서울특별시 중구 을지로 227(을지로5가),13685,127.003892,37.56737,200343.8744,551981.3293
218,1130500000,7,서울특별시,강북구,화계초등학교운동장,1130510100,1130554500,서울특별시 강북구 솔매로50가길 25(미아동),2135,127.029156,37.623864,202573.8711,558251.9801
219,1130500000,28,서울특별시,강북구,강북구견인차량보관소(우이동 교통광장),1130510400,1130564500,서울특별시 강북구 우이동 산 99-2,2395,127.012734,37.663538,201123.5197,562655.0679
220,1130500000,16,서울특별시,강북구,논골어린이공원,1130510200,1130559000,서울특별시 강북구 덕릉로41길 92(번동),845,127.028046,37.638382,202475.3961,559863.3389
221,1171000000,7,서울특별시,송파구,천마공원,1171011400,1171055000,서울특별시 송파구 성내천로35길 53(마천동),7311,127.160241,37.500189,214169.3514,544537.1721
222,1130500000,14,서울특별시,강북구,수송중학교운동장,1130510200,1130559500,서울특별시 강북구 한천로122길 21(번동),4071,127.033321,37.636268,202941.041,559628.8196
223,1126000000,3,서울특별시,중랑구,중랑초등학교운동장,1126010100,1126052000,서울특별시 중랑구 봉우재로6길 26(면목동),2150,127.075746,37.589292,206689.8956,554417.154
224,1126000000,6,서울특별시,중랑구,신내근린공원,1126010600,1126067000,서울특별시 중랑구 신내동 652,34016,127.089189,37.613747,207874.6246,557132.4314
225,1126000000,8,서울특별시,중랑구,면목초등학교운동장,1126010100,1126056500,서울특별시 중랑구 면목로 434(면목동),2177,127.087563,37.591047,207733.4091,554612.8584
226,1126000000,9,서울특별시,중랑구,중화중학교운동장,1126010100,1126057500,서울특별시 중랑구 용마산로 364(면목동),2751,127.095177,37.584232,208406.6404,553857.0615
227,1126000000,17,서울특별시,중랑구,동원초등학교운동장,1126010500,1126065500,서울특별시 중랑구 송림길 114(망우동),4393,127.104845,37.604953,209258.0105,556157.7956
228,1126000000,18,서울특별시,중랑구,망우초등학교운동장,1126010500,1126065500,서울특별시 중랑구 망우로72길 49(망우동),2800,127.103358,37.598225,209127.5316,555410.889
229,1130500000,72,서울특별시,강북구,벌리어린이공원,1130510200,1130559000,서울특별시 강북구 번동 240,4083.5,127.044429,37.627576,203921.9499,558664.4939
230,1130500000,76,서울특별시,강북구,송월어린이공원,1130510100,1130553100,서울특별시 강북구 미아동 89-6,807,127.032134,37.616101,202837.1003,557390.4841
231,1130500000,69,서울특별시,강북구,우이초등학교 운동장,1130510300,1130566000,서울특별시 강북구 삼양로99길 36(수유동),1105,127.014358,37.638359,201267.2377,559860.4458
232,1129000000,63,서울특별시,성북구,동망봉 어린이 공원,1129013200,1129061000,서울특별시 성북구 보문사길 30(보문동3가),1355,127.016993,37.583682,201500.9583,553791.902
233,1130500000,66,서울특별시,강북구,서울인수초등학교운동장,1130510300,1130566000,서울특별시 강북구 인수봉로 269(수유동),1562,127.010237,37.642679,200903.4706,560339.8594
1,1147000000,135,서울특별시,양천구,목4동 소공원,1147010200,1147051000,서울특별시 양천구 목동 904-5,435,126.86884,37.532646,188407.1754,548135.4971
2,1171000000,101,서울특별시,송파구,보인고등학교운동장,1171011200,1171057000,서울특별시 송파구 오금로49길 18(오금동),7343,127.13841,37.497642,212239.3765,544251.4081
3,1171000000,104,서울특별시,송파구,정신여자고등학교운동장,1171010100,1171072000,서울특별시 송파구 올림픽로4길 16(잠실동),10092,127.072213,37.509907,206384.5815,545606.1594
4,1135000000,52,서울특별시,노원구,중계중학교 운동장,1135010600,1135062400,서울특별시 노원구 덕릉로76길 23(중계동),4170,127.075253,37.655097,206640.4723,561720.8058
5,1135000000,72,서울특별시,노원구,태랑초등학교 운동장,1135010300,1135060000,서울특별시 노원구 화랑로51나길 31(공릉동),2020,127.090928,37.625871,208026.8603,558478.232
6,1135000000,68,서울특별시,노원구,한천중학교 운동장,1135010300,1135060000,서울특별시 노원구 공릉로 265(공릉동),3580,127.07288,37.630909,206433.1936,559036.0433
7,1135000000,80,서울특별시,노원구,노원고등학교 운동장,1135010500,1135070000,서울특별시 노원구 노원로 586(상계동),2930,127.053395,37.66222,204711.2465,562510.0386
8,1135000000,64,서울특별시,노원구,태릉초등학교 운동장,1135010300,1135060000,서울특별시 노원구 노원로1길 36(공릉동),4630,127.084996,37.622405,207503.5326,558093.0497
9,1135000000,63,서울특별시,노원구,광운인공지능고등학교,1135010200,1135056000,서울특별시 노원구 광운로1길 24(월계동),9540,127.056128,37.620231,204955.2085,557849.8579
10,1123000000,29,서울특별시,동대문구,방아다리어린이공원,1123010300,1123054500,서울특별시 동대문구 제기동 132-1,441,127.034882,37.585084,203080.9118,553947.963
11,1123000000,41,서울특별시,동대문구,숭인중학교 운동장,1123010500,1123060000,서울특별시 동대문구 천호대로47길 34(답십리동),1577,127.044269,37.573484,203910.6605,552660.8839
12,1123000000,43,서울특별시,동대문구,동산어린이공원,1123010500,1123060000,서울특별시 동대문구 답십리동 998-1,1231,127.057552,37.566974,205084.4861,551938.9315
13,1123000000,44,서울특별시,동대문구,동답초등학교 운동장,1123010500,1123060000,서울특별시 동대문구 답십리로60길 12(답십리동),2158,127.064793,37.572026,205723.8062,552500.0996
14,1123000000,47,서울특별시,동대문구,안평초등학교 운동장,1123010600,1123065000,서울특별시 동대문구 장한로14길 61(장안동),3433,127.071871,37.565624,206349.6309,551790.0315
15,1123000000,23,서울특별시,동대문구,대광고등학교,1123010100,1123053600,서울특별시 동대문구 안암로 6(신설동),4500,127.024577,37.577651,202170.9611,553122.6872
16,1123000000,26,서울특별시,동대문구,홍릉초등학교 운동장,1123010700,1123070500,서울특별시 동대문구 회기로 90(청량리동),3968,127.047032,37.590747,204153.7768,554576.9695
17,1123000000,52,서울특별시,동대문구,장평초등학교 운동장,1123010600,1123065000,서울특별시 동대문구 답십리로69길 27(장안동),4157,127.073278,37.573355,206473.2853,552648.1341
18,1123000000,63,서울특별시,동대문구,경희여자고등학교 운동장,1123010800,1123071000,서울특별시 동대문구 경희대로 23(회기동),3131,127.051023,37.594709,204506.0138,555016.8862
19,1135000000,75,서울특별시,노원구,을지중학교 운동장,1135010600,1135062100,서울특별시 노원구 덕릉로 580(중계동),2950,127.072116,37.650118,206364.1382,561167.9165
20,1135000000,84,서울특별시,노원구,재현중학교 운동장,1135010600,1135062400,서울특별시 노원구 덕릉로82길 64(중계동),2050,127.080614,37.660932,207113.0121,562368.8252
21,1135000000,78,서울특별시,노원구,서라벌고등학교 운동장,1135010600,1135062100,서울특별시 노원구 한글비석로5길 18(중계동),295,127.075267,37.645139,206642.6513,560615.5666
22,1123000000,28,서울특별시,동대문구,정화고등학교 운동장,1123010300,1123054000,서울특별시 동대문구 제기동 299,441,127.040795,37.585645,203603.1491,554010.4234
